url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
http://www.game.co.uk/en/games/nintendo-switch/nintendo-switch/,63,14,0,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,1,0,8,3,2,3,2,8,4,8,5.25,3.5,5.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,-2,0,0,1,-1,legitimate
https://blog.hubspot.com/marketing/email-open-click-rate-benchmark,66,16,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,8,0,4,4,4,9,7,9,5.875,5.5,6.0,0,0,0,0,0,0,65,0.9692307692307692,0.03076923076923077,0.0,0,0.0,0.0,0.0,0.0,0,0,83.33333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,582,6722,0,0,1,-1,legitimate
http://sophie-world.com/games/port-and-starboard,48,16,0,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,6,0,3,5,3,9,6,9,5.333333333333333,5.5,5.25,0,0,0,0,0,0,39,0.9743589743589743,0.02564102564102564,0.0,0,0.0,0.0,0.0,0.0,0,0,75.0,0,100.0,0.0,0,0,0,0,0,0,0,1,1,0,196,4551,0,0,1,-1,legitimate
https://www.provenancevineyards.com/,36,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,3,0,19,19,0,11.0,11.0,0,0,0,0,0,0,0,30,0.16666666666666666,0.8333333333333334,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,336,8065,0,0,1,-1,legitimate
http://www.online-tech-tips.com/computer-tips/how-to-change-mac-address/,72,24,0,2,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,2,0,0,0,1,0,11,5,2,3,2,8,6,8,4.545454545454546,4.25,4.714285714285714,0,0,0,0,0,0,49,0.8163265306122449,0.1836734693877551,0.0,1,0.0,0.0,0.0,0.0,1,1,84.21052631578947,0,50.0,50.0,0,0,0,0,0,0,0,1,1,0,1383,5922,0,0,1,-1,legitimate
http://www.enkiquotes.com/,26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,65,0.9846153846153847,0.015384615384615385,0.0,0,0.0,0.0,0.0,0.0,0,0,100.0,0,94.44444444444444,5.555555555555555,0,0,0,0,0,0,0,0,0,0,311,2246,0,0,1,-1,legitimate
https://answers.yahoo.com/question/index?qid=20060914152716AAZTOSo,66,17,1,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.21212121212121213,0.0,0,0,0,0,0,2,0,0,0,1,0,6,3,3,5,3,21,7,21,8.166666666666666,6.0,9.25,0,1,0,0,0,0,178,0.20786516853932585,0.7921348314606742,0.0,1,0.0,0.0,0.0,0.0,0,1,16.9811320754717,0,3.125,96.875,0,0,0,0,0,0,0,0,0,0,198,10395,0,0,1,-1,legitimate
https://www.chiostrodelbramante.it/,35,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,3,0,19,19,0,11.0,11.0,0,0,0,0,0,0,0,37,0.7837837837837838,0.21621621621621623,0.0,1,0.0,0.0,0.0,0.0,0,1,25.0,0,57.14285714285714,42.857142857142854,0,0,0,0,0,0,0,1,0,0,143,-2,0,0,1,-1,legitimate
http://yummy-cummy-in-my-tummy.tumblr.com,41,34,0,2,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,6,3,2,2,0,6,6,0,4.166666666666667,4.166666666666667,0,0,1,0,0,0,0,22,0.8181818181818182,0.18181818181818182,0.0,0,0.0,0.5,0.0,0.0,0,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,704,6235,0,0,1,-1,legitimate
http://www.j-net.cn/cms,23,12,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,2,0,4,3,1,1,3,3,3,3,2.5,2.3333333333333335,3.0,0,0,0,0,0,0,118,0.9830508474576272,0.01694915254237288,0.0,0,0.0,0.0,0.0,0.0,0,0,100.0,0,88.88888888888889,11.11111111111111,0,0,0,0,0,0,0,1,1,0,97,-2,0,0,1,-1,legitimate
http://press-preview.weebly.com,31,24,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,2,5,5,0,7,7,0,6.0,6.0,0,1,0,0,0,0,0,133,0.9624060150375939,0.03759398496240601,0.0,0,0.0,0.0,0.0,0.0,0,0,70.58823529411765,0,100.0,0.0,0,0,0,0,0,0,0,1,0,0,267,6307,0,0,1,-1,legitimate
http://vufd.hyperphp.com/amzn,29,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,0,4,4,4,8,8,4,5.333333333333333,6.0,4.0,0,0,0,0,0,0,3,0.3333333333333333,0.6666666666666666,0.0,0,0.0,0.0,0.0,0.0,0,1,50.0,0,0,0,0,0,0,0,0,0,1,1,0,0,105,6103,0,0,1,-1,phishing
http://taccs.hu,15,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,1,5,5,0,5,5,0,5.0,5.0,0,0,0,0,0,0,0,41,0.9512195121951219,0.04878048780487805,0.0,0,0.0,0.0,0.0,0.0,0,0,85.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,1,-1,legitimate
http://wiki.openstreetmap.org/wiki/Databases_and_data_access_APIs,65,22,0,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,8,3,3,4,3,13,13,9,5.875,8.5,5.0,0,0,0,0,0,0,249,0.9959839357429718,0.004016064257028112,0.0,0,0.0,0.0,0.0,0.0,0,0,100.0,0,66.66666666666666,33.33333333333333,0,0,0,0,0,0,0,0,1,0,2227,6903,0,0,1,-1,legitimate
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,131,27,0,2,1,0,1,0,0,1,4,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.030534351145038167,0.0,0,0,0,0,0,2,1,1,0,0,0,14,6,1,2,1,40,10,40,7.428571428571429,7.0,7.545454545454546,0,0,0,0,0,0,16,0.6875,0.3125,0.0,0,0.0,0.0,0.0,0.0,0,0,44.44444444444444,0,0,0,0,0,0,0,0,0,0,1,0,0,35,9095,0,0,1,-1,phishing
https://www.merriam-webster.com/dictionary/tabloid,50,23,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,5,4,3,3,7,10,7,10,6.8,5.666666666666667,8.5,0,0,0,0,0,0,235,0.9531914893617022,0.04680851063829787,0.0,0,0.0,0.36363636363636365,0.0,0.18181818181818182,0,1,53.84615384615385,0,98.64864864864865,1.3513513513513513,0,0,0,0,0,0,0,0,0,0,218,8913,0,0,1,-1,legitimate
https://www.123formbuilder.com/form-4850478/,44,22,1,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.22727272727272727,0.13636363636363635,0,0,0,0,0,2,1,0,0,1,0,4,3,3,3,4,14,14,7,7.0,8.5,5.5,0,0,0,0,0,0,18,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0,100.0,0,100.0,0.0,0,0,0,0,0,0,0,1,0,0,200,3816,0,0,1,-1,phishing
https://ru.wikipedia.org/wiki/MultiMedia_Card,45,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,2,4,10,9,10,5.8,5.5,6.0,0,1,0,0,0,0,227,0.9911894273127754,0.00881057268722467,0.0,0,0.0,0.0,0.0,0.0,0,1,94.11764705882352,0,100.0,0.0,0,0,0,0,0,0,0,1,0,0,192,8208,0,0,1,-1,legitimate
http://www.shadetreetechnology.com/V4/validation/44ccd8b487c7fe797dc775e919236002,81,27,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.2839506172839506,0.0,0,0,0,0,0,2,0,0,0,0,0,5,8,2,3,2,32,19,32,13.2,11.0,14.666666666666666,0,0,0,0,0,0,9,0.5555555555555556,0.4444444444444444,0.0,0,0.0,0.0,0.0,0.0,0,0,42.857142857142854,0,0,0,0,0,0,0,0,0,1,1,0,0,107,6831,0,0,1,-1,phishing
http://searchnetworking.techtarget.com/tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable,112,31,0,2,10,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,2,0,1,0,2,0,14,0,2,10,2,16,16,11,6.285714285714286,13.0,5.166666666666667,0,0,0,0,0,0,45,0.8444444444444444,0.15555555555555556,0.0,0,0.0,0.0,0.0,0.0,0,0,83.33333333333334,0,28.57142857142857,71.42857142857143,0,0,0,0,0,0,0,1,0,0,150,8694,0,0,1,-1,legitimate
https://sites.google.com/site/ilyasdxih,39,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,5,0,4,1,4,5,4,9,6,9,6.0,5.5,6.5,2,1,0,0,0,0,4,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,100.0,0.0,0,0,0,0,0,0,0,0,1,0,1898,9424,0,0,1,-1,phishing
http://support.brother.com/g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf,74,19,0,3,0,0,0,0,0,0,3,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.08108108108108109,0.0,0,0,0,0,0,3,0,0,0,1,0,14,2,1,7,1,9,7,9,3.5714285714285716,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,554,10403,0,0,1,-1,legitimate
http://www.excel-easy.com/examples/shortest-path-problem.html,61,18,0,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,1,0,8,3,3,3,4,8,5,8,5.375,4.0,6.2,0,0,0,0,0,0,50,0.98,0.02,0.0,0,0.0,0.0,0.0,0.0,0,0,88.88888888888889,0,100.0,0.0,0,0,0,0,0,0,0,1,1,0,108,4639,0,0,1,-1,legitimate
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,88,24,0,7,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,1,0,0,3,0,1,0,3,0,11,3,3,5,3,10,7,10,6.0,6.0,6.0,0,1,0,0,0,0,4,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,100.0,0.0,0,0,0,0,0,0,0,0,1,0,1898,9424,0,0,1,-1,phishing
http://stattrek.com/statistics/dictionary.aspx?definition=standard%20error,74,12,0,2,0,0,1,0,0,1,0,0,1,4,0,1,0,0,0,1,0,0,0,0,1,0.02702702702702703,0.0,0,0,0,0,0,2,0,0,0,2,0,7,2,4,8,4,10,8,10,8.142857142857142,8.0,8.166666666666666,0,0,0,0,0,0,145,0.9724137931034482,0.027586206896551724,0.0,0,0.0,0.0,0.0,0.0,0,0,76.47058823529412,0,100.0,0.0,0,0,0,0,0,0,0,1,0,0,2178,6952,0,0,1,-1,legitimate
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,54,17,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,2,0,5,4,3,3,3,13,9,13,7.8,6.0,9.0,0,0,0,0,0,0,80,0.975,0.025,0.0,0,0.0,0.0,0.0,0.0,0,0,71.42857142857143,0,100.0,0.0,0,0,0,0,0,0,0,1,1,1,809,7591,0,0,1,-1,legitimate
https://en.wikipedia.org/wiki/NIC_Bank,38,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,2,3,9,9,4,4.4,5.5,3.6666666666666665,0,1,0,0,0,0,377,0.9946949602122016,0.005305039787798408,0.0,0,0.0,0.0,0.0,0.0,0,1,96.7741935483871,0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,192,8208,0,0,1,-1,legitimate
http://www.history.com/topics/american-civil-war/gettysburg-address,67,15,0,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,8,6,3,3,3,10,7,10,6.125,5.0,6.5,0,0,0,0,0,0,40,0.9,0.1,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50.0,50.0,0,0,0,0,0,0,0,1,1,0,118,10473,0,0,1,-1,legitimate
http://remontka.pro/mac-address/,32,12,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,3,2,3,8,3,8,8,7,6.0,8.0,5.0,0,0,0,0,0,0,42,0.7857142857142857,0.21428571428571427,0.0,0,0.0,0.2222222222222222,0.0,0.2222222222222222,0,1,50.0,0,80.0,20.0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,-1,legitimate
https://en.wikipedia.org/wiki/Gateway,37,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,2,4,9,9,7,5.5,5.5,5.5,0,1,0,0,0,0,188,0.9893617021276596,0.010638297872340425,0.0,0,0.0,0.0,0.0,0.0,0,1,93.75,0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,192,8208,0,0,1,-1,legitimate
http://elexusbettgiris4.blogspot.com,36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.027777777777777776,0.034482758620689655,0,0,0,0,0,2,0,1,0,1,0,2,1,8,8,0,16,16,0,12.0,12.0,0,0,1,0,0,0,0,13,0.46153846153846156,0.5384615384615384,0.0,0,0.0,0.0,0.0,0.0,0,1,16.666666666666664,0,0,0,0,0,0,0,0,0,0,1,0,0,392,8374,0,0,1,-1,phishing
https://twitter.com/mimosagrillclt,34,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,2,2,7,7,14,14,7,14,10.5,7.0,14.0,0,1,0,0,0,0,37,0.40540540540540543,0.5945945945945946,0.0,0,0.0,0.0,0.0,0.0,0,1,52.0,0,0.0,100.0,0,0,0,0,0,0,1,1,1,0,200,8566,0,0,1,-1,legitimate
http://www.calculate.co.il/,27,19,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0,0,0,0,0,0,0,31,0.7419354838709677,0.25806451612903225,0.0,0,0.0,0.75,0.0,0.0,0,1,25.0,0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,67,-1,0,0,1,-1,legitimate
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,102,12,0,2,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.058823529411764705,0.0,0,0,0,0,0,2,0,0,0,1,0,13,3,3,3,3,22,4,22,6.0,3.5,6.454545454545454,0,0,0,0,0,0,158,0.8860759493670886,0.11392405063291139,0.0,1,0.0,0.0,0.0,0.0,0,1,50.0,0,20.0,80.0,0,0,0,0,0,0,0,0,0,0,340,9521,0,0,1,-1,legitimate
https://www.markspcsolution.com/,32,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,3,0,15,15,0,9.0,9.0,0,0,0,0,0,0,0,147,0.6938775510204082,0.30612244897959184,0.0,4,0.0,0.0,0.0,0.0,0,1,6.666666666666667,0,25.0,75.0,0,0,0,0,0,0,0,1,1,0,1394,3354,0,0,1,-1,legitimate
https://www.mummyandmini.com/,29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,2,4,3,3,0,12,12,0,7.5,7.5,0,0,0,0,0,0,0,61,0.9180327868852459,0.08196721311475409,0.0,0,0.0,0.0,0.0,0.0,0,0,54.54545454545454,0,0,0,0,0,0,0,0,0,0,1,1,0,46,2875,0,0,1,-1,legitimate
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,59,21,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.06779661016949153,0.0,0,0,0,0,0,2,0,0,0,1,0,6,4,3,3,4,13,13,8,7.0,8.0,6.5,1,0,0,0,0,0,283,0.9893992932862191,0.01060070671378092,0.0,0,0.0,0.0,0.0,0.0,0,0,95.1219512195122,0,99.25373134328358,0.7462686567164178,0,0,0,0,0,0,0,1,1,0,816,5027,0,0,1,-1,legitimate
http://securityxploded.com/router-password-kracker.php,54,19,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,5,1,3,15,3,15,15,8,7.8,15.0,6.0,0,0,0,0,0,0,95,0.968421052631579,0.031578947368421054,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,60.0,40.0,0,0,0,0,0,0,0,1,0,0,279,5931,0,0,1,-1,legitimate
http://www.ilovefreesoftware.com/16/featured/5-best-free-network-packet-sniffer.html,84,25,0,3,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.03571428571428571,0.0,0,0,0,0,0,3,0,0,0,1,0,11,6,1,3,1,17,17,8,5.7272727272727275,10.0,4.777777777777778,0,0,0,0,0,0,69,0.7101449275362319,0.2898550724637681,0.0,3,0.0,0.3,0.0,0.1,0,1,47.368421052631575,0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,307,5172,0,0,1,-1,legitimate
https://apshop.vn/,18,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6,0,6,6,0,6.0,6.0,0,0,0,0,0,0,0,1295,0.9366795366795366,0.06332046332046332,0.0,1,0.0,0.024390243902439025,0.0,0.0,1,1,76.66666666666667,0,70.29288702928869,29.707112970711297,0,0,0,0,0,0,0,0,1,1,0,-2,0,0,1,-1,legitimate
https://www.facebook.com/thekeyboardcat,39,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,4,3,3,14,14,8,14,8.333333333333334,5.5,14.0,0,1,0,0,0,0,102,0.6764705882352942,0.3235294117647059,0.0,1,0.0,0.0,0.0,0.0,0,1,28.57142857142857,0,0,0,0,0,0,0,0,0,0,1,0,1,3191,9594,0,0,1,-1,legitimate
